NOMBRE_ARV,SIGLAS_ARV,TIPO,TIPO_ENTIDAD_PADRE,TIPO_ENTIDAD_HIJO,ENTIDAD_COMPRADORA,UNIDAD_COMPRADORA,NUMERO_CONCURSO,DESCRIPCION,ORIGEN_FONDO,MODALIDAD,SUBMODALIDAD,NIT,NOMBRE_PROVEEDOR,MONTO,CANTIDAD,UNIDAD_MEDIDA,CANTIDAD_MULTIPLICADA_POR_UNIDADES,PRECIO_UNITARIO,FECHA_PUBLICACION,MES_PUBLICACION,ANO_PUBLICACION,FECHA_ADJUDICACION,MES_ADJUDICACION,ANO_ADJUDICACION,CATEGORIA,ESTATUS_CONCURSO,URL,MARCA
NEVIRAPINA SOLUCION,NVPSol,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,2605740,"
ADQUISICION DE FRASCOS DE NEVIRAPINA 50 MG/5 ML SOLUCION ORAL 
",MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,359815,DROGUERIA COLON SOCIEDAD ANONIMA,62540.00,236,FRASCOS ,236,265.00,10/04/2013 16:01:32,4,2013,12/04/2013 16:25:33,4,2013,"Salud e insumos hospitalarios,Otros tipos de bienes o servicios",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=2605740,
EFAVIRENZ 600MG,EFV600,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,2652560,"PAGO POR LACOMPRA DE 12,857 EFAVIRENZ TABLETADE 600 MG, FRASCO DE30 TABLETAS C/U. A FAVOR DEL MSPAS.",MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,57908877,"SOLMEDICA, SOCIEDAD ANONIMA",89999.00,12857,FRASCO,12857,7.00,08/02/2011 12:14:11,2,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E2652560,
ABACAVIR 300MG,ABC300,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,2660458,"PAGO POR COMPRA DE ABACAVIR TABLETA 300MG, A FAVOR DEL MSPAS.",MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,1204076,"DROGUERIA REFASA , SOCIEDAD ANONIMA",89972.30,2893,Tabletas,2893,31.10,10/02/2011 12:17:14,2,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E2660458,
EFAVIRENZ 600MG,EFV600,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,2681706,"12,857 EFAVIRENZ TABLETAS 600MG FRASCO DE 30 TABLETAS C/U",MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,57908877,"SOLMEDICA, SOCIEDAD ANONIMA",89999.00,12857,FRASCO,12857,7.00,17/02/2011 15:44:13,2,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E2681706,
ABACAVIR 300MG,ABC300,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,2681749,2893 ABACAVIR TABLETA 300MG,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,1204076,"DROGUERIA REFASA , SOCIEDAD ANONIMA",89972.30,2893,Tabletas ,2893,31.10,18/02/2011 8:37:35,2,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E2681749,
EFAVIRENZ 600MG,EFV600,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,2681757,12857 EFAVIRENZ TABLETA 600MG FRASCO DE 30 TABLETAS C/U,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,57908877,"SOLMEDICA, SOCIEDAD ANONIMA",89999.00,12857,FRASCO,12857,7.00,18/02/2011 9:15:24,2,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E2681757,
ABACAVIR 300MG,ABC300,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,2687151,"PAGO POR COMPRA DE 2,820 TABLETAS DE SULFATO DE ABACAVIR DE 300 MG A FAVOR DEL MSPAS",MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,254134,"COHEN,COHEN,,JACK,IRVING",89506.80,2820,Tabletas ,2820,31.74,20/02/2011 15:25:46,2,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E2687151,
EFAVIRENZ 600MG,EFV600,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,2687186,"PAGO POR LA COMPRA DE 12,857 EFAVIRENZ TABLETA DE 600 MG, FRASCO DE 30 TABLETAS C/U. A FAVOR DEL MSPAS.",MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,57908877,"SOLMEDICA, SOCIEDAD ANONIMA",89999.00,12857,FRASCO,12857,7.00,20/02/2011 15:25:47,2,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E2687186,
EFAVIRENZ 600MG,EFV600,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,2687194,"PAGO POR COMPRA DE EFAVIRENZ TABLETA 600 MG FRASCOS DE 30 TABLETAS C/U, SOLICITADO DEPARTAMENTO DE REGULACION DE LOS PROGRAMAS DE ATENCION A LAS PERSONAS ITS/VIH/SIDA A FAVOR DEL MSPAS.",MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,57908877,"SOLMEDICA, SOCIEDAD ANONIMA",89999.00,12857,FRASCO,12857,7.00,20/02/2011 15:25:47,2,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E2687194,
NEVIRAPINA SOLUCION,NVPSol,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,2695685,ADQUISICION DE236 FRASCOS DE NEVIRAPINA 50 MG/5 ML SOLUCION ORAL ,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,359815,DROGUERIA COLON SOCIEDAD ANONIMA,62540.00,236,Frasco ,236,265.00,27/05/2013 14:29:14,5,2013,29/05/2013 13:04:14,5,2013,"Salud e insumos hospitalarios,Otros tipos de bienes o servicios",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=2695685,
NEVIRAPINA SOLUCION,NVPSol,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,2843595,ADQUISICION DE FRASCOS DE NEVIRAPINA 50 MG/5 ML SOLUCION ORAL ,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,359815,DROGUERIA COLON SOCIEDAD ANONIMA,89960.00,346,frascos ,346,260.00,13/08/2013 17:12:53,8,2013,14/08/2013 15:22:08,8,2013,"Salud e insumos hospitalarios,Otros tipos de bienes o servicios",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=2843595,
ABACAVIR 300MG,ABC300,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,3037290,"2,893 ABACAVIR TABLETAS 300 MG ",MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,1204076,"DROGUERIA REFASA , SOCIEDAD ANONIMA",89972.30,2893,Tabletas ,2893,31.10,28/03/2011 19:36:16,3,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E3037290,
EFAVIRENZ 600MG,EFV600,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,3071987,"PAGO POR LA COMPRA DE 12,857 EFAVIRENZ TABLETA DE 600 MG, FRASCO DE 30 TABLETAS C/U. A FAVOR DEL MSPAS.",MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,57908877,"SOLMEDICA, SOCIEDAD ANONIMA",89999.00,12857,FRASCO,12857,7.00,01/04/2011 15:41:33,4,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E3071987,
ABACAVIR 300MG,ABC300,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,3207374,2893 abacavir tableta 300 mg,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,1204076,"DROGUERIA REFASA , SOCIEDAD ANONIMA",89972.30,2893,Tabletas ,2893,31.10,25/04/2011 14:01:40,4,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E3207374,
ABACAVIR 300MG,ABC300,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,3332349,"COMPRA 2,893 TABLETAS DE ABACAVIR 300MG",MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,1204076,"DROGUERIA REFASA , SOCIEDAD ANONIMA",89972.30,2893,Tabletas ,2893,31.10,17/05/2011 14:27:19,5,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E3332349,
LAMIVUDINA 150MG+ZIDOVUDINA 300MG,3TC+AZT300,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL DE ZACAPA,3538877,LAMIVUDINA 150 MG + ZIDOVUDINA 300MG TAB.,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,37294830,"IMPORTADORA Y COMERCIALIZADORA RR, SOCIEDAD ANONIMA",90000.00,0,TABLETA,0,,14/06/2011 18:07:28,6,2011,,,,,,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E3538877,
EFAVIRENZ 600MG,EFV600,NPG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL DE ZACAPA,3547930,EFAVIRENZ 600MG. TABLETA,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,57908877,"SOLMEDICA, SOCIEDAD ANONIMA",89999.00,,TABLETA,0,,15/06/2011 18:10:35,6,2011,,,,,Publicado,http://www.guatecompras.gt/PubSinConcurso/ConsultaAnexosPubSinConcurso.aspx?op=4&n=E3547930,
DIDANOSINA 100MG,DDI,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,3698041,"142 FRASCOS DE DIDANOSINA DE 100MG,
FRASCOS DE 60 TABLETAS
",MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,57914257,"LOCRESS, SOCIEDAD ANONIMA",88011.60,142,FRASCO 60 UNIDADES,8520,619.80,05/12/2014 15:13:15,12,2014,18/12/2014 8:52:13,12,2014,Salud e insumos hospitalarios,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=3698041,
DIDANOSINA 100MG,DDI,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,4140222,110 frascos de DIDANOSINA 100 mg tabletas masticables.,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,57914257,"LOCRESS, SOCIEDAD ANONIMA",89100.00,6600,Tabletas ,6600,13.50,28/07/2015 15:14:16,7,2015,04/08/2015 10:58:24,8,2015,Salud e insumos hospitalarios,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=4140222,
MARAVIROC 150MG,MVC150,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,4351460,COMPRA DE10 FRASCOSDE MARAVIROCDE 150 MGEN TABLETAS PARA EL PROGRAMA NACIONAL DE VIH/SIDA.,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,574260,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",56910.00,10,FRASCO 60 UNIDADES,600,5691.00,17/11/2015 19:58:33,11,2015,26/11/2015 14:27:02,11,2015,"Otros tipos de bienes o servicios,Salud e insumos hospitalarios",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=4351460,
LAMIVUDINA 150MG,3TC150,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL ROOSEVELT,4591747,"ADQUISICION DE ETAMSILATO, LAMIVUDINA TABLETA, CLORFENIRAMINA MALEATO, ACECLOFENACO TABLETA Y DACARBAZINA, MSPAS No. 2016-ROO-CD-0516",MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,40878422,FUTURA SOCIEDAD ANONIMA,1140.00,2000,TABLETA,2000,0.57,26/02/2016 11:12:01,2,2016,03/03/2016 15:36:19,3,2016,Salud e insumos hospitalarios,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=4591747,
MARAVIROC 150MG,MVC150,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,4677234,COMPRA DE 14FRASCOS DE Maraviroc 150mg TABLETAS (FRASCO DE 60 TABLETAS) PARA EL PROGRAMA NACIONAL DE PREVENCIÓN Y CONTROL DE ITS/VIH/SIDA.,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,22345388,"J.I. COHEN, SOCIEDAD ANONIMA",78708.00,5622,FRASCO ,5622,14.00,17/03/2016 14:27:28,3,2016,30/03/2016 15:19:23,3,2016,"Salud e insumos hospitalarios,Otros tipos de bienes o servicios",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=4677234,
DIDANOSINA 100MG,DDI,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,4968425,COMPRA DE 90 FRASCOS DE DIDANOSINA 100 MG TABLETAS MASTICABLES (FRASCO DE 60 TABLETAS) PARA EL PROGRAMA NACIONAL DE PREVENCION Y CONTROL DE ITS/VIH/SIDA.,MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,57914257,"LOCRESS, SOCIEDAD ANONIMA",85590.00,5400,Tabletas ,5400,15.85,02/06/2016 16:04:43,6,2016,09/06/2016 15:02:50,6,2016,"Salud e insumos hospitalarios,Otros tipos de bienes o servicios",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=4968425,
